epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
73,3326.62,0.01166,0.98704,1,0.02454,0.000410409,0.000410409,0.000410409
74,3372.03,0.01645,0.9963,1,0.0104,0.000396262,0.000396262,0.000396262
75,3416.96,0.01328,0.99444,1,0.01412,0.000382115,0.000382115,0.000382115
76,3462.54,0.0209,0.99259,1,0.01621,0.000367967,0.000367967,0.000367967
77,3509.26,0.01127,0.99074,1,0.04052,0.00035382,0.00035382,0.00035382
78,3555.66,0.00774,0.99074,1,0.03416,0.000339673,0.000339673,0.000339673
79,3599.34,0.01517,0.98889,1,0.04521,0.000325526,0.000325526,0.000325526
80,3644.42,0.01544,0.98889,1,0.03985,0.000311379,0.000311379,0.000311379
81,3690.05,0.01036,0.99259,1,0.02579,0.000297232,0.000297232,0.000297232
82,3735.67,0.01075,0.99259,1,0.02166,0.000283085,0.000283085,0.000283085
83,3781.52,0.00618,0.99259,1,0.02219,0.000268938,0.000268938,0.000268938
84,3827.06,0.0092,0.99444,1,0.01178,0.000254791,0.000254791,0.000254791
85,3873.15,0.01089,0.98889,1,0.0236,0.000240644,0.000240644,0.000240644
86,3918.95,0.0075,0.99074,1,0.01918,0.000226497,0.000226497,0.000226497
87,3964.82,0.0136,0.98889,1,0.03807,0.000212349,0.000212349,0.000212349
88,4011.24,0.0114,0.98889,1,0.04146,0.000198202,0.000198202,0.000198202
89,4056.77,0.00965,0.99074,1,0.03454,0.000184055,0.000184055,0.000184055
90,4103.17,0.00699,0.99259,1,0.02988,0.000169908,0.000169908,0.000169908
91,4149.38,0.00942,0.99259,1,0.02323,0.000155761,0.000155761,0.000155761
92,4195.91,0.00872,0.99259,1,0.03017,0.000141614,0.000141614,0.000141614
93,4242.95,0.00647,0.99074,1,0.03039,0.000127467,0.000127467,0.000127467
94,4288.82,0.00396,0.99259,1,0.03363,0.00011332,0.00011332,0.00011332
95,4334.38,0.00608,0.99074,1,0.03461,9.91726e-05,9.91726e-05,9.91726e-05
96,4379.71,0.00597,0.98889,1,0.0454,8.50255e-05,8.50255e-05,8.50255e-05
97,4425.53,0.00907,0.99074,1,0.0429,7.08784e-05,7.08784e-05,7.08784e-05
98,4471.89,0.00721,0.99074,1,0.03885,5.67313e-05,5.67313e-05,5.67313e-05
99,4519.01,0.00413,0.99074,1,0.03382,4.25842e-05,4.25842e-05,4.25842e-05
100,4564.55,0.00901,0.99074,1,0.03712,2.84371e-05,2.84371e-05,2.84371e-05
