epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
58,917.631,0.03861,0.93889,1,0.241,0.0004357,0.0004357,0.0004357
59,933.569,0.04561,0.93889,1,0.22504,0.0004258,0.0004258,0.0004258
60,949.569,0.02752,0.94444,1,0.22462,0.0004159,0.0004159,0.0004159
61,965.596,0.0496,0.95556,1,0.22774,0.000406,0.000406,0.000406
62,981.349,0.04334,0.96111,1,0.19894,0.0003961,0.0003961,0.0003961
63,997.721,0.03986,0.96111,1,0.19004,0.0003862,0.0003862,0.0003862
64,1013.65,0.04705,0.96667,1,0.23449,0.0003763,0.0003763,0.0003763
65,1029.77,0.04712,0.96667,1,0.2131,0.0003664,0.0003664,0.0003664
66,1045.56,0.03019,0.95556,1,0.26661,0.0003565,0.0003565,0.0003565
67,1061.75,0.05269,0.94444,1,0.20973,0.0003466,0.0003466,0.0003466
68,1077.42,0.03635,0.95,1,0.23948,0.0003367,0.0003367,0.0003367
69,1093.22,0.03309,0.95,1,0.23345,0.0003268,0.0003268,0.0003268
70,1108.84,0.03957,0.94444,1,0.22264,0.0003169,0.0003169,0.0003169
71,1124.76,0.04428,0.94444,1,0.22182,0.000307,0.000307,0.000307
72,1140.28,0.02963,0.95,1,0.20008,0.0002971,0.0002971,0.0002971
73,1156.24,0.02267,0.95,1,0.20219,0.0002872,0.0002872,0.0002872
74,1171.63,0.03725,0.94444,1,0.20719,0.0002773,0.0002773,0.0002773
75,1188.32,0.03705,0.94444,1,0.20791,0.0002674,0.0002674,0.0002674
76,1205.17,0.02585,0.93333,1,0.21585,0.0002575,0.0002575,0.0002575
77,1221.88,0.03391,0.92778,1,0.23554,0.0002476,0.0002476,0.0002476
78,1237.85,0.0216,0.93889,1,0.27259,0.0002377,0.0002377,0.0002377
79,1254.42,0.03023,0.93333,1,0.2458,0.0002278,0.0002278,0.0002278
80,1270.64,0.03861,0.93889,1,0.2169,0.0002179,0.0002179,0.0002179
81,1286.29,0.03232,0.94444,1,0.20902,0.000208,0.000208,0.000208
82,1302,0.02369,0.93889,1,0.23542,0.0001981,0.0001981,0.0001981
83,1317.88,0.04145,0.95,1,0.21407,0.0001882,0.0001882,0.0001882
84,1334.14,0.03455,0.95556,1,0.20703,0.0001783,0.0001783,0.0001783
85,1349.77,0.02931,0.95,1,0.21969,0.0001684,0.0001684,0.0001684
86,1365.95,0.04158,0.94444,1,0.23145,0.0001585,0.0001585,0.0001585
87,1381.97,0.02721,0.94444,1,0.20966,0.0001486,0.0001486,0.0001486
88,1398.93,0.03489,0.93889,1,0.23048,0.0001387,0.0001387,0.0001387
89,1415.21,0.02424,0.93889,1,0.20289,0.0001288,0.0001288,0.0001288
90,1430.71,0.02752,0.93889,1,0.19086,0.0001189,0.0001189,0.0001189
91,1446.16,0.01435,0.95,1,0.19535,0.000109,0.000109,0.000109
92,1461.86,0.03411,0.94444,1,0.19625,9.91e-05,9.91e-05,9.91e-05
93,1477.48,0.03233,0.94444,1,0.19733,8.92e-05,8.92e-05,8.92e-05
94,1492.93,0.01914,0.94444,1,0.19064,7.93e-05,7.93e-05,7.93e-05
95,1509.15,0.02492,0.95556,1,0.24272,6.94e-05,6.94e-05,6.94e-05
96,1524.77,0.02079,0.94444,1,0.19535,5.95e-05,5.95e-05,5.95e-05
97,1540.58,0.01936,0.93333,1,0.25606,4.96e-05,4.96e-05,4.96e-05
98,1555.75,0.02522,0.94444,1,0.19589,3.97e-05,3.97e-05,3.97e-05
99,1571.23,0.03131,0.94444,1,0.23057,2.98e-05,2.98e-05,2.98e-05
100,1586.62,0.022,0.93889,1,0.2008,1.99e-05,1.99e-05,1.99e-05
